U_value_W_m2K,hot_inlet_temp_C,hot_outlet_temp_C,cold_inlet_temp_C,cold_outlet_temp_C,hot_flow_rate_kg_s,cold_flow_rate_kg_s,LMTD_C,heat_duty_kW,pressure_drop_hot_kPa,pressure_drop_cold_kPa,fouling_resistance_m2K_W,hot_side_velocity_m_s,cold_side_velocity_m_s,ambient_temp_C,condition_label
418.7,178.24,129.93,39.08,89.43,24.917,20.851,89.82,2592.0,41.9,33.12,0.000175,1.152,0.983,29.93,normal
412.52,178.36,130.94,39.73,90.0,25.5,20.491,89.78,2660.1,42.1,32.54,0.000207,1.199,1.025,33.13,normal
421.71,180.43,131.86,39.76,90.25,25.667,19.678,91.14,2743.1,42.04,29.97,0.00017,1.184,1.078,31.69,normal
427.93,181.87,130.44,39.46,88.64,24.667,20.016,92.1,2753.3,38.88,31.85,0.000163,1.23,1.032,29.99,normal
412.02,179.35,132.37,38.29,88.95,24.999,19.721,92.23,2552.3,39.95,29.36,0.000218,1.196,0.931,30.8,normal
404.16,176.25,131.08,39.32,91.54,23.939,20.15,88.18,2423.9,36.43,29.91,0.000235,1.189,1.035,29.8,normal
421.96,177.44,129.72,41.39,87.98,25.35,20.031,88.89,2639.9,39.9,30.29,0.000164,1.273,1.042,32.15,normal
403.86,178.75,130.99,39.62,90.57,25.734,20.114,89.77,2691.0,41.24,30.95,0.000229,1.205,1.088,30.87,normal
421.8,179.16,132.05,39.9,89.52,24.846,19.486,90.89,2551.4,39.41,28.42,0.0002,1.206,0.99,32.56,normal
419.58,179.39,132.4,40.14,88.75,25.08,19.759,91.44,2605.1,41.03,29.32,0.000134,1.221,1.006,27.29,normal
422.07,180.06,131.42,42.22,92.56,24.868,20.573,88.35,2669.1,39.95,31.74,0.000157,1.234,1.018,28.39,normal
409.76,179.53,130.03,40.01,88.76,24.77,19.733,90.4,2755.7,39.51,29.68,0.000218,1.234,0.969,30.55,normal
419.66,181.57,129.74,41.09,88.53,25.139,18.678,90.83,2850.7,42.52,26.63,0.000151,1.278,0.966,30.99,normal
414.12,178.99,130.69,39.4,89.76,24.529,19.925,90.26,2621.9,40.34,29.97,0.000181,1.136,1.016,34.8,normal
418.71,178.71,132.01,39.74,89.0,24.859,21.206,90.98,2497.3,38.68,33.84,0.000198,1.216,0.938,26.38,normal
412.83,180.72,130.52,40.01,90.01,24.457,20.424,90.61,2658.4,39.15,31.77,0.000213,1.195,0.947,29.93,normal
411.29,177.7,130.55,39.23,90.2,25.353,19.708,89.39,2669.9,39.84,28.82,0.000206,1.185,1.033,29.84,normal
411.91,180.58,130.06,39.8,90.31,25.144,19.975,90.27,2827.9,40.68,28.46,0.000247,1.238,1.02,30.48,normal
416.58,180.15,129.61,40.89,89.84,24.741,20.34,89.51,2764.6,37.88,30.09,0.000176,1.265,1.05,33.47,normal
415.28,179.78,129.81,39.2,89.09,25.022,19.122,90.65,2784.8,39.46,28.04,0.000203,1.17,1.019,31.75,normal
405.18,182.38,130.16,40.0,90.84,24.868,19.572,90.85,2824.6,40.24,28.27,0.000214,1.284,1.0,26.79,normal
404.09,179.07,132.06,40.71,89.85,25.686,20.199,90.28,2705.8,41.54,30.75,0.000221,1.128,1.052,33.07,normal
410.38,183.09,129.71,39.18,89.36,24.735,20.797,92.13,2873.7,38.16,32.14,0.000232,1.23,0.983,33.01,normal
416.31,179.66,130.06,41.1,91.92,25.381,19.78,88.35,2779.2,40.42,29.46,0.000187,1.155,0.987,30.53,normal
418.13,178.08,128.96,40.07,89.84,24.577,20.784,88.57,2739.2,37.85,32.54,0.00022,1.168,0.997,26.76,normal
414.81,180.1,130.86,39.83,91.42,25.489,19.623,89.85,2734.9,41.83,29.94,0.000172,1.203,1.018,29.7,normal
415.94,178.39,131.64,37.99,91.59,25.622,18.307,90.18,2675.5,43.01,25.57,0.000198,1.18,0.997,30.94,normal
409.31,178.87,131.95,39.63,91.67,25.651,20.372,89.74,2676.9,41.7,30.18,0.000215,1.057,0.941,31.99,normal
411.31,180.6,130.24,40.37,90.9,25.883,20.27,89.78,2851.1,43.61,30.98,0.000229,1.231,0.989,26.46,normal
413.02,180.83,130.69,41.75,90.0,25.175,20.368,89.89,2840.0,39.93,31.57,0.000217,1.239,0.999,28.46,normal
412.27,179.07,129.82,40.57,89.92,25.743,20.349,89.2,2761.9,42.06,29.14,0.000203,1.192,1.005,32.2,normal
410.29,181.48,130.63,41.13,89.68,25.975,20.096,90.65,2904.5,44.63,29.68,0.000198,1.188,0.982,33.0,normal
408.7,181.74,130.38,38.79,87.18,24.327,19.871,93.06,2767.9,37.9,29.67,0.000216,1.181,1.02,30.86,normal
397.49,182.15,130.07,39.87,90.93,24.638,19.89,90.71,2820.3,40.03,29.32,0.000266,1.114,0.936,32.3,normal
409.98,180.79,130.17,41.22,90.32,24.103,19.77,89.71,2777.9,36.73,29.49,0.000226,1.109,1.017,30.91,normal
399.67,182.05,130.54,39.11,91.07,25.637,19.8,91.2,2867.1,41.83,28.96,0.000211,1.24,1.072,31.93,normal
417.64,177.18,129.65,40.97,89.85,24.095,19.094,88.0,2568.1,36.57,28.35,0.000159,1.253,0.976,30.29,normal
420.82,179.52,129.71,40.73,90.86,23.932,19.393,88.82,2554.9,37.04,28.42,0.000175,1.23,1.002,30.96,normal
418.03,178.7,132.05,40.27,88.21,24.342,19.918,91.13,2411.5,38.36,28.34,0.00019,1.219,0.99,27.56,normal
401.79,180.18,133.25,39.67,88.48,23.957,18.88,92.64,2474.9,37.8,27.63,0.000227,1.239,0.991,31.44,normal
420.02,179.14,128.55,39.01,86.78,25.163,18.996,90.94,2822.6,39.89,27.98,0.000172,1.236,0.959,27.5,normal
405.02,179.75,128.49,41.78,89.83,24.349,19.833,88.31,2790.7,37.98,29.52,0.000219,1.161,1.08,31.44,normal
410.72,182.82,128.85,40.63,89.0,23.986,19.936,90.99,2896.3,38.32,28.36,0.000204,1.211,1.015,29.12,normal
414.1,179.75,129.88,40.34,88.83,24.975,19.843,90.23,2746.1,38.72,30.3,0.000211,1.185,0.973,30.74,normal
410.05,180.62,131.07,39.59,90.44,25.01,18.81,90.84,2741.1,37.55,26.05,0.000194,1.186,0.969,28.09,normal
421.63,179.65,130.71,40.04,89.45,23.878,20.776,90.44,2578.3,36.17,31.84,0.000182,1.257,1.002,28.99,normal
418.91,180.11,130.21,40.16,88.14,24.572,19.282,91.01,2743.7,39.39,27.63,0.000171,1.279,0.913,30.74,normal
411.59,180.01,130.63,40.4,93.31,24.955,19.591,88.46,2673.7,39.95,27.75,0.000218,1.083,1.042,31.51,normal
417.55,180.67,129.17,40.73,89.95,24.786,19.369,89.57,2788.5,38.43,28.32,0.000198,1.187,0.979,32.19,normal
421.99,181.75,129.71,39.22,88.59,24.802,20.65,91.82,2865.3,39.5,31.94,0.000168,1.185,1.016,27.7,normal
414.92,182.47,129.98,38.53,89.13,25.708,20.211,92.39,3000.5,41.69,30.66,0.000207,1.258,1.017,27.0,normal
393.42,180.46,128.1,40.08,89.77,26.288,19.763,89.35,3068.8,42.22,29.2,0.000303,1.127,1.039,28.05,normal
409.43,180.88,128.61,38.25,89.77,24.812,19.728,90.73,2851.5,39.12,28.67,0.000194,1.051,1.02,27.87,normal
403.43,178.27,128.65,39.68,91.69,24.207,20.09,87.77,2627.6,38.49,31.42,0.00025,1.241,1.03,33.13,normal
428.4,179.87,130.92,39.49,89.9,24.859,19.377,90.7,2698.3,39.32,28.49,0.000122,1.248,1.041,32.68,normal
409.09,181.41,130.29,40.49,92.41,25.117,20.19,89.4,2791.6,38.82,29.77,0.000192,1.111,0.987,28.01,normal
410.35,181.3,130.73,41.98,89.44,24.968,19.726,90.3,2827.5,41.63,29.62,0.000229,1.194,1.086,33.42,normal
414.26,180.32,127.79,38.06,90.55,25.366,20.26,89.75,2916.1,40.07,31.0,0.0002,1.277,1.014,32.56,normal
415.43,181.33,128.22,42.27,91.33,26.327,20.243,87.96,3067.8,44.28,31.15,0.000181,1.146,0.999,26.74,normal
413.23,180.74,130.8,39.77,91.55,23.972,19.703,90.1,2656.3,37.92,29.18,0.000199,1.205,0.966,27.94,normal
408.13,181.8,126.67,40.35,91.71,24.696,18.974,88.19,2973.7,39.55,26.79,0.00023,1.225,0.992,26.68,normal
403.93,180.43,131.47,38.59,89.65,25.925,19.877,91.83,2758.2,42.47,28.57,0.000264,1.129,1.016,29.83,normal
410.45,179.47,127.81,41.0,89.99,24.687,19.275,88.14,2840.0,37.29,27.65,0.000232,1.172,1.004,30.03,normal
426.93,180.5,131.01,40.04,86.78,25.474,20.039,92.34,2742.3,42.55,28.78,0.000185,1.115,1.073,30.03,normal
414.71,175.6,128.93,39.94,89.75,25.379,19.872,87.42,2613.5,39.93,29.9,0.000193,1.192,0.984,25.95,normal
411.42,180.57,131.26,38.06,91.42,25.742,19.706,91.16,2793.5,43.13,27.93,0.000193,1.16,1.027,27.15,normal
409.7,174.53,133.85,40.07,91.17,26.148,19.352,88.47,2283.0,44.48,27.99,0.000174,1.21,0.955,30.52,normal
408.01,177.41,127.27,40.85,89.89,25.2,20.593,86.98,2748.5,39.36,32.2,0.000195,1.232,1.087,31.24,normal
411.22,180.68,130.83,39.76,92.21,23.953,19.773,89.76,2637.2,35.8,29.2,0.000192,1.269,0.952,25.96,normal
421.83,180.72,127.83,41.17,89.5,24.58,21.177,88.92,2896.8,38.4,33.2,0.000164,1.317,1.083,27.44,normal
407.02,178.26,130.51,41.13,89.07,26.312,20.017,89.28,2740.8,44.78,30.4,0.000225,1.21,0.995,32.04,normal
412.33,178.93,129.75,39.36,89.39,24.151,20.176,89.97,2586.5,36.99,30.89,0.000213,1.184,0.911,27.55,normal
413.22,182.06,130.16,41.6,88.54,25.298,20.02,91.02,2907.5,40.96,30.88,0.000181,1.181,1.054,29.97,normal
413.91,179.27,128.91,40.05,90.81,23.491,20.171,88.66,2627.1,35.26,30.91,0.000204,1.152,1.003,27.36,normal
421.33,183.36,130.94,40.05,90.38,24.189,20.546,91.93,2818.0,38.48,31.78,0.000171,1.222,0.982,31.66,normal
414.08,180.0,128.26,40.1,90.79,25.532,20.552,88.68,2912.6,40.91,29.94,0.000183,1.175,1.026,25.97,normal
411.1,180.61,131.49,40.07,89.46,25.022,19.117,91.29,2688.1,39.34,27.85,0.000221,1.226,1.027,29.39,normal
408.69,182.43,129.51,37.37,89.92,24.774,20.428,92.32,2907.6,38.32,32.49,0.000214,1.153,1.017,31.88,normal
410.56,180.2,128.32,39.81,87.17,24.511,20.249,90.75,2795.1,37.54,31.19,0.000185,1.177,1.045,31.22,normal
413.47,178.5,131.91,38.64,90.49,23.802,20.018,90.62,2459.4,37.68,30.82,0.000209,1.222,1.01,29.07,normal
414.88,179.84,129.92,41.63,90.13,25.416,20.856,89.0,2775.5,40.85,31.81,0.000198,1.194,1.026,28.6,normal
420.38,179.95,132.29,41.59,88.57,24.83,20.876,91.04,2597.0,38.56,32.35,0.00017,1.104,0.979,29.53,normal
417.52,177.95,131.47,40.85,89.86,24.087,20.452,89.35,2479.5,35.74,31.68,0.000195,1.199,1.031,27.42,normal
409.65,179.62,129.04,39.76,89.66,25.018,19.728,89.62,2721.9,39.78,29.62,0.000213,1.16,0.979,29.8,normal
410.58,178.89,129.9,38.99,92.29,25.349,19.404,88.73,2772.1,40.19,29.04,0.000209,1.259,0.955,29.83,normal
420.54,181.39,130.15,39.34,88.62,24.88,20.377,91.78,2803.2,38.64,30.12,0.000149,1.249,0.992,29.16,normal
413.38,180.05,131.83,41.94,90.43,25.07,20.68,89.75,2575.0,39.43,31.23,0.000205,1.086,0.989,32.0,normal
412.16,179.58,130.53,39.31,88.58,25.023,18.986,91.11,2705.3,40.19,26.28,0.000201,1.24,1.037,27.86,normal
423.29,179.84,130.21,37.64,89.27,24.576,20.543,91.56,2670.3,37.63,31.69,0.000143,1.219,0.942,26.59,normal
414.13,180.33,129.76,41.03,90.36,25.033,19.873,89.35,2754.0,39.79,29.51,0.000176,1.126,1.044,28.95,normal
406.24,180.93,129.94,41.5,89.73,25.441,19.095,89.81,2912.4,42.17,27.45,0.000215,1.244,0.975,30.25,normal
402.25,178.5,131.57,41.66,89.99,25.621,20.235,89.21,2670.6,41.25,30.09,0.000242,1.136,0.901,29.79,normal
423.07,178.44,130.0,41.04,90.43,25.474,20.455,88.48,2709.6,40.31,30.56,0.000151,1.257,0.952,29.7,normal
407.73,181.66,129.53,41.2,89.36,24.595,19.824,90.3,2822.4,39.9,29.53,0.000229,1.168,0.988,27.75,normal
420.71,179.38,129.32,40.05,91.15,25.382,19.471,88.75,2803.3,41.02,29.47,0.000144,1.124,1.018,28.03,normal
408.47,177.87,129.34,37.92,89.6,25.279,20.856,89.83,2650.6,40.63,33.6,0.000242,1.306,0.995,29.02,normal
419.9,180.67,128.32,40.03,89.87,24.574,19.666,89.54,2909.0,39.3,30.36,0.000193,1.123,0.952,28.87,normal
414.55,180.7,129.1,40.62,90.47,24.721,20.58,89.35,2807.5,39.11,31.21,0.000179,1.16,0.969,32.2,normal
406.7,177.7,131.8,39.86,90.3,25.408,19.243,89.65,2620.3,41.25,27.04,0.000211,1.17,0.952,30.53,normal
421.61,180.34,129.75,39.82,90.84,25.826,20.208,89.72,2849.1,40.84,31.27,0.000171,1.177,1.01,28.93,normal
410.28,181.1,130.85,39.04,90.41,23.913,20.194,91.25,2661.6,36.08,31.54,0.000215,1.235,0.996,32.19,normal
412.75,180.56,127.03,39.0,90.61,25.984,20.437,88.99,3024.9,44.74,31.52,0.000196,1.203,1.025,30.89,normal
437.36,180.95,130.68,41.84,89.58,25.698,20.746,90.1,2755.4,40.99,32.03,8.6e-05,1.25,0.929,27.28,normal
415.98,177.89,129.81,41.87,88.61,25.119,19.593,88.61,2684.6,40.41,28.41,0.000176,1.219,0.979,23.52,normal
413.46,180.5,129.42,40.0,88.14,24.856,20.26,90.88,2798.7,41.33,31.19,0.000206,1.116,1.081,27.35,normal
408.1,179.55,130.22,40.28,87.83,25.234,19.317,90.82,2722.6,41.36,28.64,0.000232,1.227,1.026,31.19,normal
424.13,179.28,129.41,39.02,92.29,24.616,19.311,88.67,2599.5,39.19,28.39,0.00021,1.212,0.988,31.78,normal
407.0,181.31,127.45,40.64,87.12,24.893,19.711,90.45,2935.2,38.89,28.34,0.000232,1.169,0.961,26.68,normal
421.21,182.22,131.11,41.76,91.55,24.115,20.205,90.01,2719.9,36.86,29.76,0.000173,1.304,1.044,31.32,normal
408.15,182.69,130.29,38.47,88.93,23.955,20.838,92.79,2729.2,36.73,32.23,0.000222,1.23,1.061,31.24,normal
410.87,181.97,129.62,40.46,91.54,26.399,20.929,89.79,3044.3,44.46,33.39,0.000222,1.247,0.954,32.79,normal
420.57,179.84,128.84,40.54,87.14,25.038,19.823,90.48,2789.9,41.38,30.25,0.000151,1.249,0.958,31.9,normal
410.48,180.53,128.24,40.53,89.69,25.122,20.153,89.26,2854.1,40.47,30.09,0.000233,1.179,1.011,32.7,normal
410.79,181.15,130.27,41.64,91.89,24.982,20.472,88.94,2792.2,39.38,29.82,0.00021,1.232,1.015,30.98,normal
416.3,180.18,131.94,42.04,90.93,24.503,20.383,89.58,2535.7,38.48,32.11,0.000192,1.216,1.019,30.91,normal
411.35,180.2,130.24,39.77,89.56,24.816,19.915,90.56,2742.2,39.99,30.76,0.000191,1.172,1.074,29.33,normal
415.03,181.24,128.34,40.67,87.47,25.055,20.038,90.68,2918.5,40.49,30.2,0.000169,1.139,0.961,31.64,normal
402.12,179.91,130.27,40.08,88.28,24.882,19.945,90.91,2735.5,39.41,29.51,0.000219,1.201,1.002,27.34,normal
412.77,178.91,129.94,39.37,91.81,24.549,19.896,88.82,2678.6,37.59,29.47,0.000209,1.229,1.029,29.72,normal
407.29,179.38,131.04,40.27,89.55,25.288,19.829,90.3,2681.8,41.91,30.29,0.000217,1.201,1.028,31.08,normal
421.22,180.95,130.73,40.67,89.91,25.113,19.94,90.55,2694.1,40.06,30.27,0.000202,1.191,0.974,32.82,normal
409.91,180.0,126.42,40.22,90.37,25.236,19.797,87.91,2967.4,40.93,29.11,0.000206,1.201,0.976,29.04,normal
419.35,180.51,130.65,39.12,88.31,25.423,19.432,91.87,2754.1,40.55,30.25,0.000191,1.186,0.982,31.93,normal
411.99,181.01,128.8,39.54,90.53,24.898,20.431,89.87,2902.7,39.0,29.95,0.000232,1.277,1.068,29.61,normal
408.78,179.44,128.29,39.54,89.45,24.899,20.258,89.37,2790.4,40.21,30.22,0.000218,1.214,0.961,31.97,normal
409.02,181.13,129.77,39.16,90.38,25.889,20.938,90.68,2950.6,41.33,32.12,0.000205,1.176,0.987,28.4,normal
412.99,180.57,130.49,40.31,89.25,24.434,20.185,90.75,2735.6,37.22,30.59,0.000196,1.11,1.031,31.45,normal
426.63,178.15,128.03,40.42,87.95,23.876,19.792,88.9,2610.0,38.33,30.35,0.000147,1.19,0.956,29.81,normal
432.39,182.16,130.85,40.98,89.44,25.333,19.687,91.29,2862.4,41.79,29.82,0.00014,1.171,1.01,27.63,normal
409.8,179.25,130.92,39.14,90.83,24.622,20.024,90.08,2619.3,39.34,30.17,0.000189,1.169,0.924,29.69,normal
406.51,177.52,130.06,39.42,90.51,24.354,20.276,88.81,2609.0,37.09,29.69,0.000238,1.247,1.008,32.64,normal
414.06,178.43,128.96,41.55,90.04,25.531,19.878,87.9,2816.8,41.76,30.43,0.000179,1.204,1.002,27.96,normal
414.83,178.47,128.82,39.84,91.17,24.913,19.265,88.14,2689.0,39.68,27.14,0.00018,1.116,1.007,27.03,normal
424.7,180.08,131.23,40.03,89.74,24.242,19.63,90.77,2586.8,37.4,28.69,0.000171,1.231,0.965,30.8,normal
416.47,179.59,128.19,39.82,90.07,26.161,20.009,88.94,2944.5,43.32,29.96,0.000161,1.121,1.009,26.64,normal
411.14,179.49,131.28,41.13,89.38,24.034,20.37,90.13,2525.1,35.83,30.36,0.000173,1.235,0.998,33.13,normal
412.23,180.93,129.8,41.17,91.24,24.948,19.257,89.16,2796.7,37.78,27.36,0.000208,1.176,1.052,33.08,normal
416.89,180.51,129.88,41.11,90.38,23.866,20.133,89.45,2642.2,37.09,31.07,0.000185,1.204,1.026,32.08,normal
413.93,180.47,127.95,40.03,89.28,25.162,20.111,89.55,2908.7,40.63,31.46,0.000184,1.199,0.942,29.98,normal
413.35,180.61,129.82,39.13,88.06,24.615,19.774,91.62,2747.1,39.15,29.33,0.000181,1.193,0.967,33.33,normal
412.28,180.92,130.74,41.93,91.44,25.492,19.707,89.15,2849.2,42.2,27.79,0.000207,1.21,0.975,32.69,normal
405.46,176.84,128.4,40.86,89.03,24.99,19.632,87.67,2640.3,40.48,29.24,0.000212,1.204,1.007,28.93,normal
424.31,179.45,130.6,39.54,90.09,25.81,20.07,90.2,2724.0,43.85,29.63,0.000144,1.293,0.993,32.88,normal
415.38,176.73,130.11,41.42,93.06,24.742,20.563,86.15,2523.0,40.44,31.83,0.000177,1.211,0.993,28.18,normal
418.85,180.05,129.23,39.46,91.04,24.037,20.599,89.39,2669.4,37.33,31.87,0.000197,1.212,1.113,29.61,normal
411.89,179.99,131.03,41.41,92.09,25.143,19.438,88.75,2752.8,40.57,26.99,0.000213,1.165,0.979,26.41,normal
411.58,181.57,127.36,41.48,89.3,24.848,19.907,89.04,2988.9,39.79,29.44,0.000204,1.219,1.056,30.29,normal
407.76,181.78,130.42,39.08,91.39,23.908,18.903,90.86,2740.7,35.38,27.6,0.000225,1.149,0.994,29.41,normal
412.46,180.3,131.94,40.58,90.03,24.367,20.055,90.81,2621.4,39.11,30.07,0.000158,1.258,0.913,29.1,normal
410.24,179.25,131.73,40.78,90.48,24.558,20.299,89.86,2508.3,39.32,29.93,0.000212,1.126,1.008,29.67,normal
401.8,180.73,130.47,42.61,92.63,25.933,20.785,87.98,2841.9,41.07,32.68,0.000262,1.158,1.045,28.84,normal
412.81,179.21,129.64,39.26,89.64,25.424,19.107,89.97,2727.7,42.78,26.3,0.000201,1.119,1.025,30.08,normal
411.63,180.0,129.24,41.43,90.03,24.791,19.456,88.88,2815.6,38.97,28.73,0.000203,1.221,1.01,32.57,normal
415.92,181.48,129.64,40.02,88.83,25.283,20.072,91.13,2908.8,40.69,29.76,0.000216,1.179,1.001,27.88,normal
414.58,179.16,130.65,38.76,91.16,23.776,19.191,89.94,2549.4,36.4,28.2,0.000184,1.234,0.98,31.73,normal
414.37,181.21,129.03,39.88,89.27,24.661,20.086,90.54,2813.8,38.86,30.05,0.000172,1.151,1.036,30.43,normal
405.89,181.02,130.91,40.0,91.33,25.241,20.312,90.3,2768.7,43.09,31.24,0.000202,1.227,0.983,30.75,normal
419.69,178.57,132.56,38.94,87.86,25.099,19.359,92.16,2514.7,40.03,29.38,0.00015,1.229,0.974,29.94,normal
406.64,181.46,129.93,40.31,90.71,24.676,20.066,90.18,2817.2,38.75,30.73,0.000212,1.211,1.016,28.57,normal
404.79,181.05,128.39,40.96,89.16,24.977,19.394,89.64,2896.8,39.95,28.92,0.000217,1.202,0.988,30.89,normal
419.96,180.15,128.39,40.24,90.95,25.203,20.688,88.67,2891.1,39.74,32.35,0.000152,1.207,1.051,31.04,normal
416.57,178.86,130.93,39.46,89.98,24.994,20.103,90.17,2647.8,40.28,28.91,0.000205,1.154,1.019,28.4,normal
417.69,178.71,129.93,39.85,89.3,25.517,19.68,89.74,2763.3,40.68,29.21,0.000194,1.146,0.969,27.32,normal
400.3,179.19,131.05,40.0,89.5,25.191,19.381,90.37,2683.5,41.05,28.57,0.000244,1.227,0.954,30.17,normal
406.4,180.81,129.36,40.22,88.89,25.307,20.195,90.52,2897.8,39.84,30.97,0.000239,1.182,0.977,31.51,normal
410.28,178.57,131.0,41.11,91.09,26.028,20.679,88.68,2746.1,42.42,31.79,0.000225,1.223,1.094,32.01,normal
409.08,180.66,129.81,40.27,88.64,25.497,19.614,90.77,2836.7,40.44,29.54,0.000236,1.278,0.99,32.41,normal
421.13,178.14,129.12,38.6,89.65,26.045,19.78,89.5,2823.2,42.53,28.64,0.000189,1.177,1.03,30.74,normal
406.84,179.69,129.52,39.44,90.45,24.597,19.624,89.66,2724.4,37.06,30.59,0.000208,1.17,0.948,29.47,normal
410.6,180.16,128.56,40.17,92.1,24.045,20.778,88.23,2723.9,34.85,32.58,0.000192,1.184,0.957,30.0,normal
415.36,183.67,132.39,41.12,89.99,24.916,19.046,92.47,2810.4,39.44,26.74,0.00017,1.202,0.992,27.51,normal
413.89,177.93,129.88,41.3,89.68,24.865,20.643,88.42,2658.6,38.08,32.84,0.000202,1.231,1.068,28.63,normal
402.38,182.21,130.77,41.77,90.36,25.876,19.811,90.42,2944.2,44.29,28.6,0.000198,1.199,0.948,29.89,normal
412.97,180.22,129.36,40.13,87.3,24.322,19.964,91.06,2749.8,37.71,29.91,0.000194,1.304,0.975,29.47,normal
406.02,180.62,128.74,40.76,88.44,24.953,19.83,90.06,2849.2,40.57,29.63,0.000198,1.221,1.036,30.18,normal
412.52,180.18,129.72,38.55,89.51,25.243,20.12,90.92,2836.7,41.01,30.0,0.000202,1.239,1.064,27.25,normal
416.63,180.67,131.32,40.43,89.07,25.06,19.635,91.24,2743.7,39.11,28.92,0.000227,1.198,1.017,27.7,normal
419.46,179.77,129.38,38.92,87.92,24.897,20.529,91.15,2736.1,39.28,31.49,0.000182,1.251,1.027,31.55,normal
414.59,182.18,128.96,39.94,91.12,25.215,20.549,90.04,2941.9,41.36,30.64,0.000162,1.19,0.964,28.33,normal
407.73,179.32,130.19,43.03,90.34,25.647,19.508,88.06,2746.6,42.56,28.9,0.00022,1.168,0.947,28.65,normal
404.95,181.7,130.6,40.3,90.18,25.921,20.334,90.9,2881.7,43.56,30.91,0.000226,1.245,0.954,30.19,normal
416.2,179.03,131.97,39.14,89.1,25.02,19.822,91.38,2670.8,39.4,31.08,0.000211,1.197,0.965,28.14,normal
409.94,179.91,130.42,40.41,90.1,24.51,20.026,89.91,2718.4,39.19,31.26,0.000166,1.212,1.009,32.21,normal
411.76,178.39,130.77,39.48,90.67,25.921,20.763,89.49,2750.2,42.09,31.5,0.000196,1.249,0.951,27.49,normal
408.61,180.68,130.86,39.04,89.66,24.353,19.663,91.42,2682.7,39.17,28.98,0.000209,1.207,1.01,30.0,normal
413.69,182.17,128.62,42.1,90.58,26.074,20.463,89.03,3055.6,44.13,30.71,0.000168,1.193,0.987,28.5,normal
423.42,179.88,128.84,41.07,88.97,25.806,20.229,89.34,2864.5,40.98,30.42,0.000177,1.173,0.977,30.31,normal
407.33,179.7,128.7,40.35,90.13,25.894,19.903,88.96,2899.3,42.89,30.43,0.000196,1.253,1.035,29.01,normal
402.11,178.33,128.4,39.61,91.49,25.411,20.184,87.81,2769.5,40.1,30.42,0.000235,1.183,0.962,29.95,normal
418.08,179.66,130.95,39.69,91.6,23.733,20.124,89.65,2564.2,37.25,29.94,0.000207,1.197,1.057,32.44,normal
415.39,177.61,130.35,41.54,91.73,24.377,19.421,87.34,2539.2,37.09,28.94,0.000183,1.214,1.033,28.63,normal
413.18,178.63,130.1,40.31,90.37,25.184,19.697,89.02,2714.8,40.85,27.64,0.000194,1.214,0.96,28.61,normal
413.78,180.34,126.89,36.92,90.04,24.595,19.477,90.14,2899.4,39.58,28.29,0.00018,1.251,1.048,29.37,normal
414.95,181.98,132.47,42.42,89.42,24.811,19.862,91.3,2651.8,39.52,30.72,0.000188,1.197,0.956,32.95,normal
407.47,184.21,128.93,40.18,87.65,25.368,20.673,92.6,3080.3,41.93,32.97,0.000222,1.269,1.052,29.82,normal
419.96,179.12,132.46,40.34,88.25,24.898,20.291,91.49,2567.3,40.0,31.83,0.000142,1.188,1.013,32.47,normal
400.62,182.15,128.26,41.09,89.78,24.269,19.284,89.75,2885.6,39.48,27.11,0.000239,1.219,0.937,29.65,normal
402.11,180.37,129.03,40.47,89.86,25.531,19.863,89.53,2867.1,40.44,28.64,0.000266,1.191,0.948,32.38,normal
409.63,179.77,127.36,40.75,91.84,25.309,20.117,87.27,2903.8,40.51,29.92,0.000205,1.305,0.984,30.81,normal
415.26,180.65,130.43,39.58,91.71,24.851,20.372,89.9,2725.3,37.65,31.02,0.000175,1.182,1.035,31.11,normal
409.62,180.09,128.68,38.77,89.11,25.427,19.675,90.45,2826.0,40.94,28.54,0.000235,1.187,0.993,27.13,normal
409.4,180.17,128.71,40.28,91.06,25.057,19.381,88.77,2835.5,38.98,27.01,0.000208,1.206,0.992,26.83,normal
415.11,179.39,128.35,41.43,89.38,25.799,19.972,88.46,2920.0,40.94,30.67,0.000184,1.187,1.002,32.14,normal
424.57,177.9,130.93,39.35,90.89,25.091,20.285,89.28,2578.5,38.71,31.38,0.000171,1.216,0.92,32.12,normal
416.46,177.68,130.85,39.27,91.05,25.794,20.117,89.09,2620.3,41.84,29.85,0.000188,1.261,1.033,34.84,normal
409.7,180.98,132.17,41.22,91.61,23.876,19.558,90.16,2593.4,37.07,29.39,0.000206,1.207,1.054,27.03,normal
403.93,179.58,129.18,39.54,89.36,25.276,20.877,89.93,2843.9,41.28,33.16,0.000227,1.209,1.032,30.97,normal
410.87,179.11,130.26,39.59,91.32,24.761,19.951,89.22,2647.5,40.32,27.96,0.000209,1.189,0.983,27.95,normal
413.69,180.01,128.45,39.63,87.57,24.485,20.097,90.62,2749.2,39.47,30.78,0.000214,1.175,0.965,28.52,normal
412.2,181.19,129.6,39.94,91.69,25.695,19.669,89.59,2912.2,40.9,29.06,0.00019,1.205,0.957,29.0,normal
408.35,180.27,129.38,38.43,89.97,25.533,20.553,90.63,2867.3,40.81,29.5,0.000226,1.2,0.955,30.76,normal
411.44,179.02,130.56,39.46,90.0,23.796,20.286,90.05,2523.4,36.79,31.59,0.000194,1.259,1.091,28.67,normal
